employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-68238367,Benjamin,Preston,Male,Michigan,Detroit,2021-05-09,Sales,Sales Specialist,Bachelor,76151,Good,No,1973-10-04,
00-54462389,Hannah,Williams,Female,New York,New York City,2020-07-03,Operations,Operations Analyst,Master,81662,Good,No,1965-07-18,
00-22799248,Samantha,Prince,Male,New York,Buffalo,2023-01-08,Operations,Logistics Coordinator,Bachelor,68300,Good,Yes,1985-08-23,
00-15711200,Matthew,Leon,Male,Michigan,Detroit,2017-05-01,Sales,Sales Representative,Bachelor,77234,Satisfactory,No,1985-11-19,
00-86072480,Juan,Vasquez,Male,New York,New York City,2019-09-28,Operations,Inventory Specialist,Bachelor,67429,Satisfactory,No,1995-11-25,
00-16249441,Gail,Compton,Female,Michigan,Detroit,2024-03-29,IT,IT Support Specialist,Bachelor,62743,Satisfactory,No,1986-10-16,
00-47631028,Dennis,Mccann,Female,New York,Buffalo,2023-06-22,Finance,Financial Analyst,PhD,99351,Good,Yes,1989-03-16,
00-85633013,Kim,Flores,Female,New York,Rochester,2022-10-11,Sales,Sales Representative,Bachelor,56643,Good,No,1983-11-08,
00-34072553,Robert,Brewer,Female,New York,Rochester,2024-03-13,IT,Software Developer,Master,97957,Good,No,1982-05-02,
00-52209421,Scott,Mcintyre,Male,New York,Buffalo,2015-06-08,Customer Service,Support Specialist,Bachelor,64565,Good,No,1977-07-09,
00-37804291,Joyce,Malone,Male,New York,New York City,2020-12-02,IT,System Administrator,Master,79642,Excellent,No,2000-02-14,
00-63458386,Nathaniel,Brown,Male,New York,Buffalo,2024-11-03,Sales,Sales Representative,Bachelor,67371,Good,No,1986-01-07,
00-50168264,Erik,Collins,Male,New York,New York City,2017-07-16,Operations,Logistics Coordinator,Bachelor,67482,Excellent,No,1980-06-20,
00-42275631,Richard,Deleon,Female,New York,Buffalo,2020-07-22,Marketing,SEO Specialist,High School,81656,Good,No,1986-10-17,
00-62231715,Natasha,Johnson,Male,New York,Rochester,2022-03-16,HR,HR Coordinator,Master,56020,Good,No,1993-10-31,
00-82553061,Nancy,Gonzalez,Female,New York,New York City,2018-01-23,Operations,Logistics Coordinator,Bachelor,55809,Good,Yes,1992-05-19,
00-28783850,John,Bryant,Male,New York,New York City,2023-12-23,Operations,Inventory Specialist,High School,60564,Satisfactory,Yes,1994-10-04,
00-20526386,Michael,Gonzalez,Male,New York,Buffalo,2020-05-23,Customer Service,Customer Service Representative,High School,60556,Good,No,1981-02-01,
00-56420476,Madison,Wagner,Female,New York,New York City,2016-09-03,Customer Service,Support Specialist,Bachelor,59788,Good,No,1988-06-01,
00-68664992,Sandra,Maldonado,Female,New York,Buffalo,2017-04-04,Operations,Logistics Coordinator,Bachelor,51673,Needs Improvement,Yes,1999-01-22,
00-20202996,Nathan,Wheeler,Female,New York,Buffalo,2018-03-10,Sales,Sales Consultant,Master,97911,Good,No,1981-07-29,
00-92391596,Susan,Wells,Male,New York,Buffalo,2024-08-02,Customer Service,Support Specialist,High School,63492,Needs Improvement,No,1964-01-17,
00-63244581,Michael,Martin,Male,Michigan,Detroit,2024-12-13,Customer Service,Customer Service Representative,High School,60624,Needs Improvement,No,1996-02-01,
00-53805532,Jonathan,Rivas,Female,New York,Buffalo,2015-02-05,Finance,Financial Analyst,PhD,100466,Good,Yes,1975-10-01,
00-46685332,Justin,Hughes,Male,New York,New York City,2023-03-05,IT,IT Support Specialist,Bachelor,70887,Needs Improvement,Yes,1987-04-03,
00-70471823,Melissa,Chan,Male,New York,New York City,2020-03-24,IT,System Administrator,Bachelor,96656,Needs Improvement,Yes,1984-02-20,
00-57756170,Mercedes,Holland,Male,New York,Buffalo,2020-09-20,IT,Software Developer,Bachelor,92682,Satisfactory,No,1971-09-17,
00-60388958,Jamie,Pearson,Male,New York,New York City,2019-07-19,IT,System Administrator,Bachelor,91851,Excellent,No,1993-07-04,
00-88634827,Andrew,Deleon,Male,Michigan,Grand Rapids,2022-10-26,Operations,Logistics Coordinator,Bachelor,64913,Good,No,1982-02-02,
00-21501669,Evelyn,Wells,Male,New York,Rochester,2023-02-21,Sales,Sales Consultant,PhD,92018,Satisfactory,No,1994-07-23,
00-49645162,Deborah,Burke,Male,Virginia,Norfolk,2023-01-04,Operations,Inventory Specialist,High School,64985,Satisfactory,No,1984-05-29,
00-19865900,Jeffrey,Franklin,Male,Michigan,Grand Rapids,2016-04-28,IT,Software Developer,Bachelor,96189,Excellent,No,1995-09-19,
00-30699187,Jennifer,Fletcher,Male,New York,Rochester,2018-04-17,Operations,Logistics Coordinator,Bachelor,68932,Satisfactory,No,1997-11-15,
00-95080736,Rodney,Bennett,Male,New York,New York City,2017-05-16,Operations,Inventory Specialist,High School,59861,Satisfactory,No,1996-12-30,
00-62294176,Stephen,Robinson,Male,New York,Rochester,2018-04-28,Sales,Sales Representative,Bachelor,75090,Good,Yes,1975-03-03,
00-24301022,Erica,Holloway,Male,Michigan,Warren,2016-06-03,Operations,Inventory Specialist,High School,60718,Good,No,1987-03-27,
00-51374957,Breanna,Smith,Female,New York,New York City,2019-09-15,Operations,Logistics Coordinator,Bachelor,55948,Good,No,1997-01-12,
00-46207439,Tammy,Franco,Female,New York,Rochester,2016-08-06,Marketing,Marketing Coordinator,Bachelor,70858,Good,No,1983-04-24,
00-21716836,Deborah,Lynch,Female,New York,Rochester,2017-04-26,IT,Software Developer,Master,92535,Good,No,2002-04-08,
00-70242778,Gabrielle,Olson,Female,New York,Rochester,2020-05-10,IT,Software Developer,Bachelor,89076,Good,No,1976-05-22,
00-78778646,Vanessa,Davidson,Female,New York,Rochester,2019-12-01,Customer Service,Help Desk Technician,Bachelor,90206,Good,No,1961-10-10,
00-13524813,Joshua,Douglas,Female,New York,Buffalo,2016-12-12,Sales,Sales Specialist,Bachelor,63694,Good,No,1981-07-04,
00-84386123,Denise,Lopez,Male,New York,Buffalo,2016-07-19,Operations,Operations Analyst,Bachelor,92723,Satisfactory,No,1983-12-04,
00-90268079,Kathy,Yoder,Female,New York,Buffalo,2023-11-09,Sales,Sales Representative,Bachelor,60227,Satisfactory,No,2001-01-12,
00-61705758,Meredith,Patrick,Female,New York,Rochester,2015-06-06,IT,Software Developer,Master,103795,Satisfactory,Yes,1985-03-19,
00-65540647,Donna,Becker,Female,Virginia,Richmond,2018-10-08,Customer Service,Support Specialist,High School,57398,Good,No,1984-01-29,
00-21368176,Anthony,Jimenez,Female,New York,Buffalo,2022-04-25,Customer Service,Support Specialist,Bachelor,53961,Good,No,2001-09-18,
00-85099723,Jordan,Barnes,Female,Michigan,Grand Rapids,2023-05-31,Operations,Operations Analyst,Master,88603,Good,Yes,1988-02-07,
00-42580349,Jillian,Aguilar,Male,New York,Buffalo,2020-08-10,Customer Service,Help Desk Technician,Bachelor,71315,Good,No,1994-05-05,
00-32761034,Lisa,Cooper,Male,New York,Rochester,2022-10-05,IT,IT Support Specialist,High School,65955,Needs Improvement,No,1987-07-06,
00-32750139,Jeffrey,Nichols,Female,New York,Rochester,2017-11-01,Operations,Operations Analyst,Bachelor,55524,Needs Improvement,No,1997-03-02,
00-50417154,Thomas,Shepard,Female,New York,Buffalo,2017-05-20,Sales,Sales Specialist,Master,85453,Satisfactory,Yes,1983-12-28,
00-29587040,William,Bruce,Male,New York,Buffalo,2016-11-22,Customer Service,Help Desk Technician,Bachelor,74886,Good,No,2005-10-22,
00-68341261,Diane,Grant,Male,New York,New York City,2017-04-25,Sales,Sales Manager,Master,104470,Excellent,Yes,1989-01-21,
00-50232066,Connor,Anderson,Male,Ohio,Columbus,2019-04-11,IT,Software Developer,Bachelor,107308,Needs Improvement,Yes,1997-01-15,
00-20324210,Jessica,Hansen,Female,New York,Buffalo,2018-12-21,Finance,Accountant,Bachelor,67536,Excellent,No,1996-02-12,
00-43096758,Isaac,Frazier,Male,Michigan,Warren,2022-05-11,Sales,Sales Consultant,PhD,77037,Good,No,1983-03-13,
00-76545476,Destiny,Walker,Male,New York,New York City,2020-03-27,Customer Service,Customer Service Representative,Bachelor,70755,Good,Yes,1987-03-25,
00-36246038,Julie,Parker,Male,New York,New York City,2019-11-03,Sales,Sales Representative,Bachelor,68141,Needs Improvement,No,1973-01-25,
00-28185096,Olivia,Watson,Male,Pennsylvania,Pittsburgh,2018-08-16,Sales,Sales Specialist,Master,52838,Good,No,2005-06-19,
00-63108878,Kelly,York,Male,New York,Rochester,2018-07-02,Operations,Inventory Specialist,High School,59380,Good,No,1985-06-04,
00-93240786,Brian,Walters,Male,New York,Rochester,2018-08-14,Customer Service,Help Desk Technician,High School,62871,Satisfactory,No,1984-07-12,
00-54230340,Sheryl,Jones,Male,Michigan,Warren,2019-12-12,IT,Software Developer,Bachelor,108086,Good,Yes,1981-03-25,
00-67796330,James,Wilson,Female,New York,Buffalo,2023-09-22,Marketing,Marketing Coordinator,Bachelor,74689,Excellent,Yes,1994-08-14,
00-97380687,Patrick,Evans,Female,New York,Rochester,2024-01-21,Customer Service,Support Specialist,Bachelor,56285,Satisfactory,Yes,1979-06-24,
00-28270317,Monica,Hernandez,Female,New York,Rochester,2018-03-19,Customer Service,Support Specialist,Bachelor,56768,Satisfactory,No,1984-12-12,
00-90961645,Matthew,Benitez,Male,New York,New York City,2024-12-12,Operations,Inventory Specialist,Bachelor,59919,Satisfactory,Yes,1998-01-26,
00-36957830,Rebecca,Ellis,Male,New York,New York City,2019-05-03,Marketing,Content Creator,High School,66003,Satisfactory,No,1997-09-05,
00-33842070,Michelle,White,Male,New York,Rochester,2024-02-01,Finance,Financial Analyst,PhD,84307,Satisfactory,Yes,1974-11-15,
00-52833932,Tony,Welch,Male,New York,New York City,2017-03-10,Marketing,Marketing Manager,Master,103631,Good,Yes,1968-11-05,
00-94946730,Lawrence,Brown,Female,Illinois,Chicago,2020-06-24,IT,System Administrator,Bachelor,69222,Good,No,1986-01-24,
00-87293208,Joshua,Juarez,Female,New York,New York City,2023-03-07,Marketing,Marketing Manager,Bachelor,93338,Good,No,1988-11-12,
00-53739710,Barbara,Moore,Male,New York,Buffalo,2018-11-01,Operations,Logistics Coordinator,Bachelor,72603,Satisfactory,Yes,1965-10-18,
00-62738860,Kathryn,Miller,Male,Michigan,Grand Rapids,2018-08-27,Sales,Sales Representative,Bachelor,84737,Good,Yes,1981-03-06,
00-85678734,Ryan,Jordan,Female,Pennsylvania,Pittsburgh,2017-06-16,Customer Service,Customer Service Representative,Bachelor,54888,Good,No,1986-09-09,
00-83233096,Tammy,Reyes,Female,New York,Rochester,2017-01-15,Marketing,Marketing Coordinator,Bachelor,76012,Good,No,1987-01-17,
00-83833059,Amanda,Cross,Female,New York,Buffalo,2015-01-06,HR,Recruiter,High School,57357,Satisfactory,No,2000-02-29,
00-71957885,Patricia,Sherman,Male,New York,New York City,2024-07-25,Marketing,Marketing Coordinator,Bachelor,67847,Good,No,1975-05-06,
00-38138531,James,Rhodes,Female,Pennsylvania,Philadelphia,2019-09-01,Sales,Sales Manager,Master,123947,Satisfactory,No,1990-09-02,
00-49101812,Jessica,Perez,Female,New York,Buffalo,2023-12-07,Operations,Logistics Coordinator,Bachelor,53513,Excellent,Yes,1999-11-22,
00-19282319,Maxwell,Anderson,Male,New York,Buffalo,2023-05-29,Finance,Accounts Payable Specialist,Bachelor,69024,Good,No,1977-08-27,
00-64914054,Wesley,Torres,Female,New York,Rochester,2022-01-26,Finance,Accountant,Bachelor,81469,Needs Improvement,No,1986-09-23,
00-28680305,Madison,Evans,Male,New York,New York City,2021-04-23,IT,Software Developer,Master,77587,Satisfactory,No,1997-10-17,
00-42483531,Stephen,Meyer,Female,Pennsylvania,Pittsburgh,2017-07-23,Operations,Inventory Specialist,High School,60889,Satisfactory,No,1989-12-02,
00-30688754,Matthew,Barron,Male,New York,New York City,2022-02-21,IT,IT Support Specialist,Bachelor,68878,Good,No,1968-11-19,
00-60598851,Matthew,Valenzuela,Female,North Carolina,Raleigh,2016-05-19,Finance,Accountant,Bachelor,75761,Satisfactory,No,1985-11-23,
00-90253323,Karen,Martin,Female,New York,Rochester,2019-12-19,Customer Service,Support Specialist,Bachelor,59536,Satisfactory,No,1988-02-24,
00-63795149,Samantha,Powell,Male,New York,New York City,2020-03-29,HR,HR Coordinator,Bachelor,66323,Good,No,1998-06-02,
00-66143368,Jeffrey,Mercer,Male,New York,New York City,2020-03-23,Customer Service,Help Desk Technician,Bachelor,90808,Good,No,1992-05-20,
00-58255231,Jessica,Lawrence,Female,New York,Rochester,2022-03-07,Customer Service,Support Specialist,High School,55458,Satisfactory,No,1975-10-16,
00-82062301,David,Dawson,Male,New York,Rochester,2020-11-03,IT,Software Developer,Bachelor,94867,Excellent,Yes,1998-03-09,
00-21406082,Benjamin,Mcdowell,Female,New York,Buffalo,2016-04-09,Customer Service,Customer Service Manager,Bachelor,88052,Satisfactory,No,1965-03-06,
00-43316996,Kelsey,Dean,Male,Pennsylvania,Pittsburgh,2022-08-19,Customer Service,Customer Service Representative,Bachelor,73294,Good,No,1971-05-31,
00-57648477,Virginia,Stanley,Female,New York,Rochester,2017-09-11,Marketing,Marketing Manager,Master,97252,Good,Yes,1979-03-06,
00-92232236,Mary,Williams,Male,Virginia,Norfolk,2015-02-14,Customer Service,Support Specialist,Bachelor,67925,Satisfactory,No,1987-05-27,
00-96574622,Robert,James,Male,New York,New York City,2022-08-01,Customer Service,Support Specialist,High School,60083,Good,No,1995-05-15,
00-63635785,Johnny,Miles,Male,New York,Buffalo,2024-03-20,Operations,Inventory Specialist,Bachelor,69016,Good,Yes,1962-03-07,
00-54506155,Heather,Mccoy,Male,Michigan,Warren,2024-04-26,Marketing,Marketing Coordinator,Bachelor,72220,Good,No,1977-06-26,
00-67774765,Robert,Garcia,Male,New York,Rochester,2016-07-21,Operations,Logistics Coordinator,Bachelor,60017,Satisfactory,No,2004-07-17,
00-23234748,Joseph,Obrien,Male,Virginia,Richmond,2017-02-23,Sales,Sales Specialist,Bachelor,80902,Needs Improvement,No,1974-07-10,
00-78541804,Robert,Roach,Female,New York,New York City,2022-07-18,Operations,Inventory Specialist,High School,58358,Excellent,No,1987-01-24,
00-84892608,Jennifer,Wilson,Male,New York,Buffalo,2020-02-14,Customer Service,Support Specialist,High School,65777,Good,No,1978-08-27,
00-87206788,Kristen,Jimenez,Female,New York,Rochester,2017-08-25,IT,Software Developer,Bachelor,73242,Satisfactory,No,2005-06-23,
00-60213478,James,Baker,Male,Michigan,Warren,2019-07-23,IT,System Administrator,Bachelor,100621,Good,No,1990-03-12,
00-88999206,Teresa,Howard,Female,New York,New York City,2022-06-09,Customer Service,Customer Service Representative,High School,65945,Satisfactory,No,1991-11-04,
00-30232642,Kenneth,Williams,Female,New York,New York City,2018-07-12,Operations,Logistics Coordinator,Bachelor,61692,Satisfactory,No,1987-05-04,
00-13296743,Renee,Watts,Female,New York,Rochester,2019-07-06,HR,HR Coordinator,Master,65222,Good,No,1978-12-31,
00-49652241,Mark,Smith,Female,New York,Rochester,2019-09-18,Sales,Sales Representative,Bachelor,69354,Good,Yes,1961-06-19,
00-21523236,Christopher,Rodriguez,Male,Virginia,Virginia Beach,2016-08-10,Customer Service,Support Specialist,Bachelor,68415,Good,No,1997-04-26,
00-29015320,Elizabeth,Hernandez,Male,New York,New York City,2018-02-04,Marketing,Marketing Coordinator,Bachelor,81827,Excellent,Yes,1973-09-01,
00-56045630,Kimberly,Jones,Female,New York,Rochester,2019-10-09,Customer Service,Support Specialist,Bachelor,61204,Satisfactory,No,1975-10-15,
00-37765262,Craig,Scott,Female,New York,Rochester,2020-03-30,Operations,Logistics Coordinator,Bachelor,53571,Good,No,2000-10-22,
00-56748074,Stephen,Madden,Male,New York,Buffalo,2019-04-13,IT,System Administrator,Bachelor,99681,Excellent,No,1984-03-22,
00-68809636,Steven,Garcia,Female,Illinois,Aurora,2022-03-09,Customer Service,Support Specialist,Bachelor,65434,Needs Improvement,Yes,1974-05-28,
00-70726434,Morgan,Phelps,Male,New York,New York City,2018-05-20,IT,Software Developer,Master,87258,Good,Yes,1987-08-30,
00-50300763,Laurie,Edwards,Male,New York,New York City,2015-10-14,Operations,Inventory Specialist,High School,65245,Good,No,1982-10-19,
00-25446483,Darrell,York,Male,New York,New York City,2015-12-12,Operations,Logistics Coordinator,Bachelor,61726,Good,Yes,1992-05-05,
00-56047142,Brandon,Christian,Male,New York,New York City,2021-09-15,Customer Service,Help Desk Technician,Bachelor,77192,Good,Yes,1969-08-15,
00-32059232,Deborah,Murphy,Female,New York,New York City,2024-12-13,Operations,Logistics Coordinator,Bachelor,55108,Good,Yes,1992-06-10,
00-42737441,Samuel,Howell,Female,New York,New York City,2020-12-07,Sales,Sales Representative,Bachelor,60748,Satisfactory,No,1973-08-07,
00-84076145,Jessica,Watson,Male,New York,Buffalo,2017-05-14,IT,Software Developer,Bachelor,94294,Good,Yes,2001-06-15,
00-85141654,Ian,Morales,Female,New York,Rochester,2019-06-27,Operations,Inventory Specialist,Bachelor,57490,Good,No,1982-06-27,
00-72015859,Joseph,Cruz,Male,New York,New York City,2017-11-27,Operations,Inventory Specialist,Bachelor,62445,Good,No,1977-08-26,
00-64364546,Timothy,Fisher,Male,New York,Rochester,2021-12-11,Operations,Inventory Specialist,Bachelor,64127,Good,No,1972-03-01,
00-35016429,Laura,Wilson,Female,New York,Buffalo,2021-09-28,Sales,Sales Representative,Bachelor,57563,Good,No,1997-04-28,
00-68000104,Jessica,Jarvis,Female,New York,Rochester,2019-11-24,Operations,Logistics Coordinator,Bachelor,59447,Good,Yes,1994-02-27,
00-92424037,Erik,Perry,Male,New York,Buffalo,2023-08-18,Sales,Sales Consultant,PhD,85676,Satisfactory,No,1982-10-11,
00-70340936,Timothy,Carroll,Female,Pennsylvania,Philadelphia,2020-06-19,IT,System Administrator,Master,100829,Needs Improvement,Yes,1976-10-16,
00-62188655,Howard,James,Female,Michigan,Grand Rapids,2015-05-20,Customer Service,Customer Service Representative,High School,65169,Satisfactory,Yes,1981-02-15,
00-38829445,Cheryl,Huffman,Female,New York,Buffalo,2017-12-08,Sales,Sales Representative,Bachelor,66885,Good,No,1992-03-22,
00-18397164,Mary,Mcpherson,Male,New York,Rochester,2020-02-20,IT,Software Developer,Master,90405,Satisfactory,No,1963-02-04,
00-82060023,Timothy,Freeman,Male,Illinois,Aurora,2017-12-11,Sales,Sales Specialist,PhD,83943,Good,No,1968-07-16,
00-53752954,Robert,Williams,Male,New York,Buffalo,2017-04-12,IT,Software Developer,Bachelor,106474,Good,Yes,2000-08-29,
00-25294777,Diana,Smith,Female,New York,Rochester,2017-12-04,Sales,Sales Representative,Bachelor,73850,Good,No,1972-02-07,
00-75697427,Erica,Saunders,Male,New York,Rochester,2020-08-11,Customer Service,Customer Service Representative,High School,66674,Satisfactory,No,1972-06-13,
00-95779702,Jennifer,Walker,Female,Virginia,Norfolk,2018-09-18,Operations,Inventory Specialist,High School,54062,Good,No,1997-07-09,
00-62162278,Morgan,Stone,Male,New York,New York City,2021-09-25,Customer Service,Customer Service Representative,High School,61607,Needs Improvement,Yes,1974-05-31,
00-88786439,Jackie,Davis,Male,New York,Rochester,2016-09-13,Sales,Sales Specialist,Bachelor,61947,Good,No,1997-08-03,
00-57242616,Jessica,Olson,Female,New York,Buffalo,2023-09-15,Finance,Financial Analyst,Master,95787,Excellent,Yes,1981-03-25,
00-92861016,Erica,Cruz,Female,New York,Buffalo,2017-11-22,Customer Service,Support Specialist,Bachelor,59529,Good,Yes,1998-08-19,
00-49922369,Margaret,Mcclain,Male,New York,Rochester,2024-08-26,Sales,Sales Representative,Bachelor,63530,Good,No,2006-01-03,
00-89211057,Brian,Schneider,Female,New York,New York City,2016-03-01,Sales,Sales Specialist,Master,70062,Good,Yes,1997-12-24,
00-27978165,William,Harrison,Male,North Carolina,Charlotte,2018-07-12,Customer Service,Help Desk Technician,High School,59357,Satisfactory,Yes,1992-08-04,
00-42020689,Molly,Jones,Male,Pennsylvania,Allentown,2018-07-10,Customer Service,Help Desk Technician,High School,74627,Needs Improvement,No,1988-09-11,
00-34567819,Malik,Rivera,Female,Illinois,Naperville,2018-04-19,Sales,Sales Representative,Bachelor,69658,Satisfactory,Yes,2002-05-23,
00-28972822,Brent,Walker,Male,New York,Rochester,2020-09-06,Sales,Sales Representative,Bachelor,77962,Good,No,1983-02-25,
00-66135102,Nicholas,Montoya,Male,New York,Rochester,2020-01-31,Customer Service,Help Desk Technician,High School,86149,Good,No,1993-03-18,
00-87149161,Stephen,Solis,Male,New York,Buffalo,2018-06-24,IT,IT Support Specialist,High School,55845,Good,No,1992-02-06,
00-34931439,Christopher,Jimenez,Male,New York,Buffalo,2019-05-03,Operations,Inventory Specialist,High School,64404,Needs Improvement,Yes,1971-10-05,
00-82125824,David,Jimenez,Female,New York,New York City,2022-09-11,HR,HR Assistant,Bachelor,59931,Satisfactory,No,1972-02-25,
00-96605343,Andrew,Powell,Male,New York,Buffalo,2024-01-14,Customer Service,Support Specialist,Bachelor,64906,Needs Improvement,No,1976-04-11,
00-33251181,Angela,Smith,Male,New York,New York City,2020-02-05,Sales,Sales Representative,Bachelor,76626,Needs Improvement,Yes,1964-01-22,
00-75718640,Latoya,Richmond,Male,Ohio,Columbus,2017-09-05,Sales,Sales Consultant,Master,96631,Good,No,1976-08-08,
00-35111946,Kevin,Romero,Female,Michigan,Grand Rapids,2018-03-22,Sales,Sales Consultant,PhD,109926,Good,No,1989-12-14,
00-70532325,Diamond,Bryant,Male,Illinois,Chicago,2021-05-13,Sales,Sales Specialist,Bachelor,94938,Excellent,No,1982-01-31,
00-58189421,Michael,Brown,Male,New York,New York City,2024-03-27,IT,Software Developer,Bachelor,97123,Good,No,2003-10-24,
00-75043108,Megan,Rivera,Male,New York,Buffalo,2017-10-26,Sales,Sales Representative,Bachelor,79576,Good,Yes,1996-03-21,
00-61532114,Christine,Kennedy,Female,New York,Rochester,2024-09-12,Operations,Inventory Specialist,Bachelor,64617,Good,No,1963-07-18,
00-77838742,Michael,Chavez,Female,New York,Rochester,2022-02-07,IT,IT Support Specialist,Bachelor,63511,Good,Yes,1986-01-25,
00-64913082,Katherine,Walker,Female,North Carolina,Greensboro,2022-05-13,Sales,Sales Consultant,Master,92569,Good,No,1989-10-04,
00-65784972,Michael,Schultz,Male,New York,Rochester,2022-11-07,Sales,Sales Representative,Bachelor,60618,Satisfactory,No,1987-09-03,
00-69572772,Kelly,Boyd,Female,New York,Rochester,2019-09-30,Customer Service,Support Specialist,Bachelor,55990,Satisfactory,Yes,2004-11-06,
00-21095863,Daniel,Prince,Male,New York,Buffalo,2020-07-10,Operations,Logistics Coordinator,Bachelor,66102,Satisfactory,No,1987-09-15,
00-39598969,Donald,Love,Female,Michigan,Detroit,2017-10-08,Sales,Sales Specialist,Master,76374,Good,No,1998-10-19,
00-46890134,Robert,King,Male,New York,New York City,2017-03-18,Operations,Logistics Coordinator,Bachelor,62133,Good,No,1989-11-11,
00-48744673,Jacob,Conrad,Female,New York,Rochester,2017-06-02,Operations,Inventory Specialist,Bachelor,54279,Good,No,1987-05-01,
00-71380637,Jason,Summers,Male,North Carolina,Charlotte,2020-03-15,Operations,Inventory Specialist,Bachelor,62038,Excellent,No,1983-08-17,
00-76479831,Jennifer,Rodriguez,Male,New York,Rochester,2020-06-09,Marketing,Content Creator,Bachelor,70055,Needs Improvement,No,1974-11-10,
00-25194922,Brandon,Schultz,Male,New York,Rochester,2020-09-18,Operations,Logistics Coordinator,Bachelor,64788,Good,No,1973-03-22,
00-45955440,Brianna,Barton,Male,New York,Rochester,2023-06-24,Operations,Operations Analyst,Master,67951,Excellent,No,1989-07-30,
00-59239353,Stephen,Lawrence,Male,New York,New York City,2020-07-14,Operations,Operations Analyst,Master,62493,Good,No,1975-03-19,
00-15584869,Dennis,Porter,Male,New York,New York City,2022-07-25,Operations,Logistics Coordinator,Bachelor,64852,Good,No,1972-03-23,
00-69239219,Jill,Tran,Male,New York,New York City,2020-06-17,Sales,Sales Consultant,Bachelor,84382,Good,No,1969-07-03,
00-67063296,Mary,Webb,Female,Ohio,Cincinnati,2016-07-16,Operations,Inventory Specialist,High School,61975,Good,No,1984-08-29,
00-97734330,Kimberly,Kent,Male,New York,New York City,2022-09-26,Sales,Sales Specialist,PhD,76388,Good,No,1975-02-06,
00-49957816,Beth,Cross,Male,New York,Buffalo,2023-02-19,Sales,Sales Specialist,Bachelor,67322,Needs Improvement,No,2005-07-12,
00-14325890,Dale,Sandoval,Female,New York,New York City,2019-08-24,Sales,Sales Consultant,Bachelor,76074,Good,Yes,1986-07-25,
00-56785209,Nicole,Gordon,Male,New York,New York City,2023-05-30,Customer Service,Support Specialist,Bachelor,64902,Good,Yes,1993-12-18,
00-21674661,Robert,Lynch,Male,New York,Rochester,2019-09-26,Sales,Sales Specialist,PhD,65339,Satisfactory,No,1967-08-30,
00-25755285,Kathryn,Hill,Male,North Carolina,Greensboro,2023-05-14,Customer Service,Customer Service Manager,PhD,66901,Excellent,No,1973-07-25,
00-41802361,Tara,Chavez,Female,Illinois,Chicago,2017-02-21,Operations,Logistics Coordinator,Bachelor,65728,Satisfactory,No,1984-03-25,
00-88909809,Devon,Morrison,Male,New York,Rochester,2022-12-11,Customer Service,Customer Service Representative,Bachelor,68114,Good,No,1972-03-15,
00-91907952,Kaitlyn,Evans,Male,Pennsylvania,Pittsburgh,2021-09-30,Operations,Inventory Specialist,Bachelor,59387,Satisfactory,Yes,1989-09-19,
00-32277675,Amy,Edwards,Male,New York,Buffalo,2021-10-14,Sales,Sales Specialist,Master,57833,Good,Yes,1997-09-20,
00-37732020,Selena,Chen,Female,New York,New York City,2023-03-20,Operations,Logistics Coordinator,Bachelor,58185,Needs Improvement,Yes,1987-08-12,
00-17966873,Jason,Klein,Female,New York,Rochester,2020-09-23,IT,IT Support Specialist,Bachelor,61191,Satisfactory,No,1989-12-29,
00-81441519,Michael,Chambers,Male,New York,New York City,2017-10-03,Marketing,Marketing Coordinator,Bachelor,78068,Good,No,1977-12-30,
00-82312290,Debra,Mullen,Female,New York,New York City,2017-07-15,Sales,Sales Specialist,Master,84653,Satisfactory,Yes,1981-07-10,
00-49276764,Amy,Walsh,Female,New York,Buffalo,2017-10-03,Operations,Operations Analyst,Bachelor,84257,Good,No,1996-07-30,
00-45882178,Darrell,Bell,Female,Pennsylvania,Allentown,2024-07-05,Operations,Logistics Coordinator,Bachelor,56673,Good,No,1975-06-29,
00-79043610,Brandi,Bender,Male,New York,Rochester,2024-10-02,Operations,Inventory Specialist,Bachelor,60760,Good,Yes,1972-09-22,
00-22780905,Robert,Adkins,Female,New York,Buffalo,2017-11-23,HR,Recruiter,High School,75171,Satisfactory,No,1971-11-23,
00-65243509,Amanda,Rich,Male,Michigan,Warren,2024-06-13,Sales,Sales Specialist,Master,67837,Good,No,1999-11-14,
00-47221734,Lindsey,Mills,Female,Pennsylvania,Pittsburgh,2023-01-10,Customer Service,Help Desk Technician,Bachelor,72309,Good,No,1999-09-01,
00-27030641,Oscar,Brown,Male,New York,New York City,2022-01-22,Customer Service,Support Specialist,Bachelor,59054,Satisfactory,Yes,2004-04-29,
00-27809465,James,Christensen,Male,Michigan,Grand Rapids,2017-03-04,Sales,Sales Specialist,Bachelor,75354,Good,Yes,1996-10-25,
00-53231088,Tonya,Vega,Female,Michigan,Detroit,2023-02-26,Operations,Logistics Coordinator,Bachelor,56237,Satisfactory,Yes,1998-04-29,
00-62707402,Mary,Vaughn,Female,Michigan,Warren,2019-04-25,IT,Software Developer,Master,96763,Good,No,1997-04-14,
00-87500742,James,Weaver,Male,New York,Rochester,2021-05-20,Operations,Inventory Specialist,High School,60038,Satisfactory,Yes,1971-07-21,
